원본_업종명,정규화_업종명,KSIC_코드_4자리,KSIC_명칭,매칭_레벨,매칭_방식,매칭_스코어,KSIC_코드_5자리,5자리_모호성,KSIC_코드_11차,변경유형
그 외 기타 분류 안된 교육기관,그 외 기타 분류 안된 교육기관,8569,그 외 기타 분류 안된 교육기관,hwp_5digit,hwp_exact,1.0,85699,False,,
그 외 기타 분류 안된 금속 가공 제품 제조업,그 외 기타 분류 안된 금속 가공 제품 제조업,2599,그 외 기타 분류 안된 금속 가공 제품 제조업,hwp_5digit,hwp_exact,1.0,25999,False,,
그 외 기타 분류 안된 금융업,그 외 기타 분류 안된 금융업,6499,그 외 기타 분류 안된 금융업,hwp_5digit,hwp_exact,1.0,64999,False,,
그 외 기타 분류 안된 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업,2399,기타 비금속광물제품 제조업,basic,fuzzy_agg,0.8,22251100,True,,
그 외 기타 분류 안된 사업지원 서비스업,그 외 기타 분류 안된 사업지원 서비스업,8000,기타 사업지원 서비스업,basic,fuzzy_agg,0.8,,False,,
그 외 기타 분류 안된 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,4785,그 외 기타 분류 안된 상품 전문 소매업,hwp_5digit,hwp_exact,1.0,47859,False,,
그 외 기타 분류 안된 섬유제품 제조업,그 외 기타 분류 안된 섬유제품 제조업,1399,그 외 기타 분류 안된 섬유제품 제조업,hwp_5digit,hwp_exact,1.0,13999,False,,
그 외 기타 분류 안된 오락관련 서비스업,그 외 기타 분류 안된 오락관련 서비스업,9129,그 외 기타 분류 안된 오락관련 서비스업,hwp_5digit,hwp_exact,1.0,91299,False,,
그 외 기타 분류 안된 운송 관련 서비스업,그 외 기타 분류 안된 운송 관련 서비스업,5290,기타 운송 관련 서비스업,basic,fuzzy_agg,0.8125,,False,,
그 외 기타 분류 안된 운송장비 제조업,그 외 기타 분류 안된 운송장비 제조업,2049,그 외 기타 분류 안된 화학제품 제조업,hwp_5digit,hwp_fuzzy,0.8095,20499,False,,
"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",그 외 기타 분류 안된 전문 과학 및 기술 서비스업,7200,"기타 전문, 과학 및 기술 서비스업",basic,fuzzy_agg,0.8571,,False,,
그 외 기타 분류 안된 제품 제조업,그 외 기타 분류 안된 제품 제조업,2049,그 외 기타 분류 안된 화학제품 제조업,hwp_5digit,hwp_fuzzy,0.95,20499,False,,
그 외 기타 분류 안된 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,2049,그 외 기타 분류 안된 화학제품 제조업,hwp_5digit,hwp_exact,1.0,20499,False,,
그 외 기타 비거주 복지 서비스업,그 외 기타 비거주 복지 서비스업,8729,그 외 기타 비거주 복지 서비스업,hwp_5digit,hwp_exact,1.0,87299,False,,
그 외 기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,2399,기타 비금속광물제품 제조업,basic,fuzzy,0.8485,22251100,True,,
그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,0790,기타 비금속 광업,basic,fuzzy_agg,0.9,,False,,
그 외 기타 사업지원 서비스업,그 외 기타 사업지원 서비스업,8000,기타 사업지원 서비스업,basic,fuzzy,0.8571,,False,,
그 외 기타 상품 전문 도매업,그 외 기타 상품 전문 도매업,4679,그 외 기타 상품 전문 도매업,hwp_5digit,hwp_exact,1.0,46799,False,,
그 외 기타 생활용품 도매업,그 외 기타 생활용품 도매업,4649,그 외 기타 생활용품 도매업,hwp_5digit,hwp_exact,1.0,46499,False,,
그 외 기타 섬유제품 제조업,그 외 기타 섬유제품 제조업,1399,기타 섬유제품 제조업,basic,fuzzy,0.8462,,False,,
그 외 기타 스포츠 서비스업,그 외 기타 스포츠 서비스업,9101,스포츠 서비스업,basic,fuzzy_agg,0.8421,,False,,
그 외 기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,9113,그 외 기타 스포츠시설 운영업,hwp_5digit,hwp_exact,1.0,91139,False,,
그 외 기타 식료품 제조업,그 외 기타 식료품 제조업,1089,그외 기타 식료품 제조업,basic,fuzzy,0.963,,False,,
그 외 기타 여신금융업,그 외 기타 여신금융업,6491,그 외 기타 여신금융업,hwp_5digit,hwp_exact,1.0,64919,False,,
그 외 기타 오락관련 서비스업,그 외 기타 오락관련 서비스업,9102,유원지 및 기타 오락관련 서비스업,basic,fuzzy,0.8235,,False,,
그 외 기타 운송관련 서비스업,그 외 기타 운송관련 서비스업,5290,기타 운송 관련 서비스업,basic,fuzzy,0.8276,,False,,
그 외 기타 운송장비 제조업,그 외 기타 운송장비 제조업,3190,기타 운송장비 제조업,basic,fuzzy,0.8462,,False,,
그 외 기타 의료용 기기 제조업,그 외 기타 의료용 기기 제조업,2681,의료용 기기 제조업,basic,fuzzy_agg,0.8696,,False,,
그 외 기타 의료용품 및 의약 관련제품 제조업,그 외 기타 의료용품 및 의약 관련제품 제조업,2130,의료용품 및 기타 의약 관련제품 제조업,hwp_5digit,hwp_fuzzy,0.7826,21300,False,,
그 외 기타 의복액세서리 제조업,그 외 기타 의복액세서리 제조업,1449,그 외 기타 의복액세서리 제조업,hwp_5digit,hwp_exact,1.0,14499,False,,
그 외 기타 일반목적용 기계 제조업,그 외 기타 일반목적용 기계 제조업,2859,기타 일반 목적용 기계 제조업,basic,fuzzy,0.8571,,False,,
그 외 기타 전기 통신업,그 외 기타 전기 통신업,6190,기타 통신업,basic,fuzzy_agg,0.8,,False,,
그 외 기타 전기장비 제조업,그 외 기타 전기장비 제조업,2799,기타 전기장비 제조업,basic,fuzzy,0.8462,24119100,True,,
"그 외 기타 전문, 과학 및 기술 서비스업",그 외 기타 전문 과학 및 기술 서비스업,7200,"기타 전문, 과학 및 기술 서비스업",basic,fuzzy,0.9,,False,,
그 외 기타 전자부품 제조업,그 외 기타 전자부품 제조업,2640,기타 전자부품 제조업,basic,fuzzy,0.8462,,False,,
그 외 기타 정보 서비스업,그 외 기타 정보 서비스업,S,기타 서비스업,large,fuzzy_agg,0.8235,,False,,
그 외 기타 제품 제조업,그 외 기타 제품 제조업,1089,그외 기타 식료품 제조업,basic,fuzzy,0.8462,,False,,
그 외 기타 종이 및 판지 제품 제조업,그 외 기타 종이 및 판지 제품 제조업,1719,기타 종이 및 판지 제조업,basic,fuzzy,0.8,20112101,True,,
그 외 기타 종합 소매업,그 외 기타 종합 소매업,4719,그 외 기타 종합 소매업,hwp_5digit,hwp_exact,1.0,47190,False,,
그 외 기타 창작 및 예술관련 서비스업,그 외 기타 창작 및 예술관련 서비스업,9019,그 외 기타 창작 및 예술관련 서비스업,hwp_5digit,hwp_exact,1.0,90199,False,,
그 외 기타 축산업,그 외 기타 축산업,0129,기타 축산업,basic,exact_agg,1.0,,False,,
그 외 기타 콘크리트 제품 및 유사제품 제조업,그 외 기타 콘크리트 제품 및 유사제품 제조업,2332,그 외 기타 콘크리트 제품 및 유사제품 제조업,hwp_5digit,hwp_exact,1.0,23329,False,,
그 외 기타 특수목적용 기계 제조업,그 외 기타 특수목적용 기계 제조업,2899,기타 특수목적용 기계 제조업,basic,fuzzy,0.8824,,False,,
그 외 기타 특정 상품 중개업,그 외 기타 특정 상품 중개업,4610,그 외 기타 특정 상품 중개업,hwp_5digit,hwp_exact,1.0,46107,False,,
그 외 기타 플라스틱 제품 제조업,그 외 기타 플라스틱 제품 제조업,2269,기타 프라스틱제품 제조업,basic,fuzzy_agg,0.8889,,False,,
그 외 기타 협회 및 단체,그 외 기타 협회 및 단체,9309,기타 협회 및 사회 단체,basic,fuzzy_agg,0.8696,,False,,
그 외 기타 화학제품 제조업,그 외 기타 화학제품 제조업,2099,기타 화학제품 제조업,basic,fuzzy,0.8462,,False,,
그 외 자동차용 신품 부품 제조업,그 외 자동차용 신품 부품 제조업,2930,자동차 부품 제조업,basic,fuzzy_agg,0.8333,,False,,
"근무복, 작업복 및 유사의복 제조업",근무복 작업복 및 유사의복 제조업,1419,"근무복, 작업복 및 유사의복 제조업",hwp_5digit,hwp_exact,1.0,14192,False,,
금속 가구 제조업,금속 가구 제조업,3202,금속 가구 제조업,basic,exact,1.0,,False,,
금속 광업,금속 광업,0600,금속광업,basic,fuzzy,0.8889,,False,,
"금속 단조, 압형 및 분말야금 제품 제조업",금속 단조 압형 및 분말야금 제품 제조업,252,"금속 단조, 압형 및 분말야금제품 제조업",sub,fuzzy,0.9767,,False,,
금속 단조제품 제조업,금속 단조제품 제조업,2522,금속 압형제품 제조업,basic,fuzzy,0.8182,,False,,
"금속 문, 창, 셔터 및 관련제품 제조업",금속 문 창 셔터 및 관련제품 제조업,2511,"금속 문, 창, 셔터 및 관련제품 제조업",hwp_5digit,hwp_exact,1.0,25111,False,,
금속 성형기계 제조업,금속 성형기계 제조업,2922,금속 성형기계 제조업,hwp_5digit,hwp_exact,1.0,29224,False,,
금속 스프링 제조업,금속 스프링 제조업,2594,금속 스프링 제조업,hwp_5digit,hwp_exact,1.0,25943,False,,
"금속 열처리, 도금 및 기타 금속가공업",금속 열처리 도금 및 기타 금속가공업,2530,"금속 열처리, 도금 및 기타 금속가공업",basic,exact,1.0,,False,,
금속 열처리업,금속 열처리업,3031,금속처리,io_name,io_fuzzy,0.8,25921sc1,True,,
금속 위생용품 제조업,금속 위생용품 제조업,2599,금속 위생용품 제조업,hwp_5digit,hwp_exact,1.0,25993,False,,
금속 절삭기계 제조업,금속 절삭기계 제조업,2922,금속 절삭기계 제조업,hwp_5digit,hwp_exact,1.0,29223,False,,
금속 주조 및 기타 야금용 기계 제조업,금속 주조 및 기타 야금용 기계 제조업,2870,"가공 공작, 금속 주조 및 야금용 기계 제조업",basic,fuzzy,0.8,,False,,
금속 주조업,금속 주조업,2480,금속 주조업,basic,exact,1.0,,False,,
금속 캔 및 기타 포장용기 제조업,금속 캔 및 기타 포장용기 제조업,2593,금속캔 및 기타 포장 용기 제조업,basic,fuzzy,0.9444,,False,,
금속 표시판 제조업,금속 표시판 제조업,2599,금속 표시판 제조업,hwp_5digit,hwp_exact,1.0,25994,False,,
금속가공제품 제조업; 기계 및 가구 제외,금속가공제품 제조업,25,금속가공제품 제조업,mid,exact,1.0,,False,,
금속광물 도매업,금속광물 도매업,4672,금속광물 도매업,hwp_5digit,hwp_exact,1.0,46722,False,,
금속류 원료 재생업,금속류 원료 재생업,3831,금속류 원료 재생업,hwp_5digit,hwp_exact,1.0,38312,False,,
금속류 해체 및 선별업,금속류 해체 및 선별업,3831,금속류 해체 및 선별업,hwp_5digit,hwp_exact,1.0,38311,False,,
"금속류 해체, 선별 및 원료 재생업",금속류 해체 선별 및 원료 재생업,3831,금속류 해체 및 선별업,hwp_5digit,split_first,0.8,38311,False,,
금속선 가공제품 제조업,금속선 가공제품 제조업,25,금속가공제품 제조업,mid,fuzzy,0.9091,,False,,
금속탱크 및 저장용기 제조업,금속탱크 및 저장용기 제조업,2512,금속탱크 및 저장용기 제조업,hwp_5digit,hwp_exact,1.0,25122,False,,
"금속파스너, 스프링 및 금속선 가공제품 제조업",금속파스너 스프링 및 금속선 가공제품 제조업,2592,"금속파스너, 스프링 및 금속선 가공제품 제조업",basic,exact,1.0,,False,,
금융 및 보험 관련 서비스업,금융 및 보험 관련 서비스업,6600,금융 및 보험 관련 서비스업,basic,exact,1.0,,False,,
금융 지원 서비스업,금융 지원 서비스업,N,사업 지원 서비스업,large,fuzzy,0.8,,False,,
금융리스업,금융리스업,6491,금융리스업,hwp_5digit,hwp_exact,1.0,64911,False,,
금융시장 관리업,금융시장 관리업,6611,금융시장 관리업,hwp_5digit,hwp_exact,1.0,66110,False,,
금융업,금융업,64,금융업,mid,exact,1.0,,False,,
기계 및 장비 중개업,기계 및 장비 중개업,28,기계 및 장비 제조업,mid,fuzzy,0.8182,,False,,
기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,4659,전기용 기계ㆍ장비 및 관련 기자재 도매업,linkage_11th,link11_fuzzy,0.7568,46595,False,46595,
기계장비 조립용 플라스틱제품 제조업,기계장비 조립용 플라스틱제품 제조업,2393,운송장비 및 조립용 플라스틱제품,io_name,io_fuzzy,0.8125,22241100,True,,
기관 구내식당업,기관 구내식당업,5612,기관 구내식당업,hwp_5digit,hwp_exact,1.0,56120,False,,
기관차 및 기타 철도차량 제조업,기관차 및 기타 철도차량 제조업,3120,기관차 및 기타 철도차량 제조업,hwp_5digit,hwp_exact,1.0,31201,False,,
기금 운영업,기금 운영업,6499,기금 운영업,hwp_5digit,hwp_exact,1.0,64991,False,,
기기용 자동측정 및 제어장치 제조업,기기용 자동측정 및 제어장치 제조업,2721,기기용 자동측정 및 제어장치 제조업,hwp_5digit,hwp_exact,1.0,27215,False,,
"기념품, 관광 민예품 및 장식용품 소매업",기념품 관광 민예품 및 장식용품 소매업,4784,"기념품, 관광 민예품 및 장식용품 소매업",hwp_5digit,hwp_exact,1.0,47842,False,,
기독교 단체,기독교 단체,9491,기독교 단체,hwp_5digit,hwp_exact,1.0,94912,False,,
기록매체 복제업,기록매체 복제업,1802,기록매체 복제업,basic,exact,1.0,20201101,True,,
기반조성 관련 전문공사업,기반조성 관련 전문공사업,4212,기타 기반조성 관련 전문공사업,hwp_5digit,hwp_fuzzy,0.8966,42129,False,,
기반조성 및 시설물 축조관련 전문공사업,기반조성 및 시설물 축조관련 전문공사업,4213,기타 옥외 시설물 축조 관련 전문공사업,hwp_5digit,hwp_fuzzy,0.8095,42139,False,,
기숙사 및 고시원 운영업,기숙사 및 고시원 운영업,5590,기숙사 및 고시원 운영업,hwp_5digit,hwp_exact,1.0,55901,False,,
기술 및 직업훈련학원,기술 및 직업훈련학원,8566,기타 기술 및 직업훈련학원,hwp_5digit,hwp_fuzzy,0.88,85669,False,,
"기술 시험, 검사 및 분석업",기술 시험 검사 및 분석업,7291,"기타 기술 시험, 검사 및 분석업",hwp_5digit,hwp_fuzzy,0.9032,72919,False,,
기어 및 동력전달장치 제조업,기어 및 동력전달장치 제조업,2851,"베어링, 기어 및 동력전달장치 제조업",basic,fuzzy,0.8824,,False,,
기억장치 및 주변기기 제조업,기억장치 및 주변기기 제조업,2632,기타 주변기기 제조업,hwp_5digit,hwp_fuzzy,0.7692,26329,False,,
기억장치 제조업,기억장치 제조업,2652,기억장치 제조업,basic,exact,1.0,,False,,
기체 여과기 제조업,기체 여과기 제조업,2917,기체 여과기 제조업,hwp_5digit,hwp_exact,1.0,29174,False,,
기체 펌프 및 압축기 제조업,기체 펌프 및 압축기 제조업,2820,"유압기기, 펌프 및 압축기 제조업",basic,fuzzy,0.875,,False,,
기체연료 및 관련제품 도매업,기체연료 및 관련제품 도매업,4671,기체연료 및 관련제품 도매업,hwp_5digit,hwp_exact,1.0,46713,False,,
기초 무기 화학물질 제조업,기초 무기 화학물질 제조업,202,기초 무기화학물질 제조업,sub,fuzzy,0.963,,False,,
기초 유기 화학물질 제조업,기초 유기 화학물질 제조업,201,기초유기화학물질 제조업,sub,fuzzy,0.9231,,False,,
기초 의약 물질 제조업,기초 의약 물질 제조업,2110,기초 의약 물질 제조업,linkage_11th,link11_exact,1.0,21100,False,21100,통합/세분
기초 화학물질 제조업,기초 화학물질 제조업,202,기초 무기화학물질 제조업,sub,fuzzy,0.9167,,False,,
기타 1차 비철금속 제조업,기타 1차 비철금속 제조업,2429,기타 1차 비철금속 제조업,hwp_5digit,hwp_exact,1.0,24290,False,,
기타 1차 철강 제조업,기타 1차 철강 제조업,2419,그 외 기타 1차 철강 제조업,hwp_5digit,hwp_fuzzy,0.8571,24199,False,,
기타 가공 공작기계 제조업,기타 가공 공작기계 제조업,2922,기타 가공 공작기계 제조업,hwp_5digit,hwp_exact,1.0,29229,False,,
기타 가공식품 도매업,기타 가공식품 도매업,4632,기타 가공식품 도매업,hwp_5digit,hwp_exact,1.0,46329,False,,
기타 가공식품 소매업,기타 가공식품 소매업,4632,기타 가공식품 도매업,hwp_5digit,hwp_fuzzy,0.9091,46329,False,,
